pk_customerkey;costumer_name;birth_date;marital_status;gender;yearly_income;number_children_at_home;occupation;number_cars_owned;address_line;phone;fk_date_first_purchase
28553;Sabrina Serrano;22/01/1993;M;F;40000;1;Skilled Manual;0;77, rue du Puits Dixme;1 (11) 500 555-0187;20170913
28554;Natalie Sanders;11/03/1993;M;F;40000;1;Skilled Manual;0;Kalkweg 4;1 (11) 500 555-0116;20190401
28555;Monique Serrano;12/07/1993;M;F;40000;1;Skilled Manual;1;Reiherweg 5345;1 (11) 500 555-0184;20190401
28556;Isabel Gonzales;20/06/1993;M;F;40000;1;Skilled Manual;1;Wallstr 244;1 (11) 500 555-0165;20190426
28557;Casey Alvarez;14/11/1993;M;M;40000;1;Skilled Manual;1;5438 Sharon Place;1 (11) 500 555-0199;20190112
28558;Dawn Stone;03/01/1992;S;F;20000;0;Manual;2;Im Himmelsweg 26;1 (11) 500 555-0154;20190602
28559;Billy Gutierrez;27/07/1992;M;M;30000;0;Manual;1;6, boulevard Tremblay;1 (11) 500 555-0116;20170911
28560;Peggy Smith;06/04/1992;S;F;30000;0;Manual;1;28, rue Henri Gagnon;153-555-0100;20170904
28561;Carlos Kelly;15/10/1991;S;M;10000;0;Manual;2;3804 Dayton Court;1 (11) 500 555-0166;20190526
28562;Phillip Martinez;10/07/1992;M;M;40000;1;Skilled Manual;1;142, rue de Bas Marin;1 (11) 500 555-0171;20170918
28563;Dennis Cai;26/12/1992;S;M;40000;1;Clerical;1;Kalkweg 3544;1 (11) 500 555-0151;20190410
28564;Alisha Deng;10/09/1992;S;F;40000;2;Clerical;0;Postfach 22 99 99;1 (11) 500 555-0197;20190531
28565;James Allen;14/09/1991;S;M;10000;0;Manual;2;Werftstr 54;1 (11) 500 555-0117;20190626
28566;Colin Sun;23/06/1991;S;M;20000;0;Manual;2;Pflugstr 8525;1 (11) 500 555-0121;20190727
28567;Ann Kapoor;23/12/1991;S;F;20000;0;Manual;2;834, rue Mazagran;1 (11) 500 555-0175;20190503
28568;Daisy Alonso;13/04/1990;M;F;40000;2;Clerical;0;Buergermeister-ulrich-str 4111;1 (11) 500 555-0126;20190526
28569;Dustin Jai;25/09/1991;M;M;40000;2;Clerical;1;39, route de Marseille;1 (11) 500 555-0162;20170908
28570;Jenna Turner;24/12/1991;S;F;40000;2;Clerical;2;4209 Richview Dr.;1 (11) 500 555-0173;20190105
28571;Anna Torres;12/10/1994;S;F;40000;3;Clerical;1;2736 Scramble Rd;511-555-0111;20190622
28572;Jeffery Ye;02/01/1994;M;M;40000;3;Clerical;2;1755 Winton Drive;285-555-0123;20181109
28573;Tyrone Gill;09/04/1994;S;M;40000;3;Clerical;2;4138 Pine Creek Way;121-555-0152;20161022
28574;Kayla Flores;19/05/1994;S;F;50000;0;Skilled Manual;0;1956 Sequoia Dr.;797-555-0199;20170226
28575;Linda Gutierrez;04/09/1995;S;F;40000;3;Clerical;2;445 San Carlos Avenue;149-555-0186;20190311
28576;Sunil Uppal;06/04/1986;M;M;80000;0;Skilled Manual;0;1256 Liscome Way;106-555-0128;20190501
28577;Austin Harris;08/05/1986;M;M;80000;0;Skilled Manual;0;6659 Poplar Street;593-555-0113;20190124
28578;Zoe Rogers;08/10/1986;S;F;80000;0;Skilled Manual;0;4155 Bayberry Dr.;194-555-0199;20190718
28579;Grace Ross;18/06/1986;S;F;80000;0;Skilled Manual;0;1708 Weaver Lane;547-555-0120;20190605
28580;Aimee Liu;06/01/1986;M;F;80000;0;Skilled Manual;0;5025 North Star Dr;317-555-0116;20161021
28581;Allison Collins;17/08/1974;S;F;20000;0;Manual;2;1378 California St.;267-555-0195;20190604
28582;Olivia Hall;26/08/1974;S;F;20000;0;Clerical;2;9339 Northwood Dr.;618-555-0125;20190331
28583;Ryan Long;25/02/1974;M;M;30000;0;Clerical;1;4679 Duke Way;744-555-0163;20161020
28584;Rolando Smith;03/05/1974;M;F;30000;0;Clerical;1;3771 Concerto Circle;284-555-0100;20161017
28585;Julian Russell;04/10/1974;S;M;30000;0;Clerical;1;5649 East 39th Street;953-555-0164;20190220
28586;Gabriel Diaz;23/07/1974;M;M;40000;0;Clerical;1;2315 B Way;308-555-0168;20161019
28587;Xavier Harris;24/02/1974;M;M;40000;0;Clerical;1;4753 Montanya Court;112-555-0152;20161012
28588;Emma Griffin;01/06/1974;M;F;40000;0;Clerical;1;6067 Mt. Diablo St.;676-555-0134;20161014
28589;John Walker;16/12/1975;S;M;20000;0;Clerical;2;4262 Monterey Ave.;294-555-0151;20181012
28590;Gabriel Jai;18/07/1975;S;M;20000;0;Clerical;2;311 Oakgrove Rd;736-555-0111;20180920
28591;Mary Collins;14/08/1975;S;F;20000;0;Clerical;2;5569 Hummingbird Ct.;938-555-0135;20190128
28592;Alyssa Johnson;24/07/1975;S;F;20000;0;Clerical;2;1820 Fox Way;544-555-0113;20190616
28593;Faith Peterson;07/01/1975;S;F;20000;0;Clerical;2;8375 Mink Court;349-555-0113;20190615
28594;Sydney Cooper;08/05/1975;S;F;20000;0;Clerical;2;2470 Icicle Circle;848-555-0191;20190214
28595;Xavier James;09/02/1975;S;M;20000;0;Clerical;2;3881 Nottingham Pl.;117-555-0129;20181011
28596;Haley Butler;05/10/1975;S;F;20000;0;Clerical;2;6919 Tosca Way;951-555-0141;20190616
28597;Brianna Harris;26/06/1975;S;F;20000;0;Clerical;2;9808 Shaw Rd.;533-555-0140;20181020
28598;Wyatt Russell;13/06/1975;M;M;30000;0;Clerical;1;9189 Shannon Ln.;503-555-0135;20161003
28599;Stephanie Perry;25/03/1975;S;F;30000;0;Clerical;2;9456 Bell Dr.;111-555-0141;20181030
28600;Destiny Clark;26/02/1975;S;F;30000;0;Clerical;2;6478 Pierce Ct;695-555-0137;20181001
28601;Christian Gonzales;04/12/1975;S;M;30000;0;Clerical;2;6375 St. Germain Lane;595-555-0112;20181005
28602;Isabella Morgan;10/04/1976;S;F;20000;0;Clerical;2;658 Liscome Way;118-555-0127;20190419
28603;Brian Bell;06/09/1976;M;M;20000;0;Clerical;2;9233 Del Rey St.;127-555-0194;20190306
28604;Allison James;03/06/1976;S;F;20000;0;Clerical;2;6567 Pine Valley Rd;889-555-0185;20180809
28605;Caleb Coleman;23/09/1976;S;M;20000;0;Clerical;2;8131 Mission Drive;663-555-0163;20190223
28606;Joshua Wilson;04/04/1976;S;M;20000;0;Clerical;2;371 Ahneita Dr.;268-555-0188;20180912
28607;Hunter Sharma;23/10/1976;S;M;20000;0;Clerical;2;8339 Auburn;227-555-0138;20180802
28608;Brian Richardson;02/04/1976;S;M;20000;0;Clerical;2;3763 Anderson Way;763-555-0199;20190515
28609;Jose Harris;12/10/1976;M;M;30000;0;Skilled Manual;2;2084 Ahwanee Lane;196-555-0171;20190418
28610;Jacqueline Bailey;09/10/1976;M;F;30000;0;Skilled Manual;2;1457 Chelsea;926-555-0140;20190413
28611;Christian Alexander;01/12/1976;S;M;30000;0;Skilled Manual;2;3985 Jacqueline Drive;106-555-0116;20180917
28612;Gabriel Roberts;15/07/1976;S;M;30000;0;Skilled Manual;2;6389 Sandview Dr.;544-555-0112;20181215
28613;James Campbell;20/06/1976;M;M;30000;0;Skilled Manual;2;4465 Bundros Court;123-555-0142;20190528
28614;Luis Jenkins;15/05/1977;S;M;20000;1;Clerical;2;773 Mt. Wilson Place;197-555-0199;20181116
28615;Jonathan Flores;11/06/1977;M;M;20000;1;Clerical;2;5292 Blue Ridge Drive;137-555-0157;20181104
28616;Sarah Harris;08/07/1977;S;F;30000;0;Skilled Manual;2;2085 Westwood Dr.;271-555-0131;20190605
28617;Noah Davis;27/06/1977;S;M;30000;0;Skilled Manual;2;3441 Brandywine Way;861-555-0138;20190619
28618;Katelyn Bailey;22/09/1978;M;F;30000;0;Skilled Manual;2;8945 Euclid Ave.;470-555-0132;20161124
28619;Brianna Bailey;08/02/1978;M;F;30000;0;Skilled Manual;2;1275 West Street;379-555-0114;20161114
28620;Cole Richardson;03/09/1978;M;M;30000;0;Skilled Manual;2;3543 Lori Dr.;455-555-0149;20170211
28621;Kristen Liu;25/09/1978;M;F;40000;0;Clerical;1;3723 Mt. Sequoia Ct.;136-555-0125;20161116
28622;Julia Cooper;13/09/1978;M;F;40000;0;Clerical;1;6916 Azores;370-555-0185;20190216
28623;Marcus Turner;04/03/1978;M;M;40000;0;Clerical;1;702 Candle Dr;333-555-0169;20180923
28624;Carson Jenkins;25/07/1978;S;M;40000;0;Clerical;1;2140 Clifford Court;345-555-0199;20170217
28625;Logan Griffin;12/01/1979;S;M;40000;0;Clerical;1;764 Quail Court;959-555-0176;20161127
28626;Bailey Hernandez;24/02/1979;S;F;40000;0;Clerical;1;990 Bernauer;448-555-0144;20170226
28627;Edward Collins;22/06/1979;S;M;40000;0;Clerical;1;79 Montana;591-555-0122;20161104
28628;Courtney Phillips;06/01/1979;S;F;40000;0;Clerical;1;433 Marsh Drive;230-555-0178;20161108
28629;Cynthia Madan;06/08/1979;M;F;40000;0;Clerical;1;682 Ada Dr.;590-555-0164;20161111
28630;Jack Zimmerman;13/11/1979;S;M;40000;0;Clerical;1;1133 Leisure Lane;715-555-0157;20170202
28631;Isaiah Phillips;19/09/1992;S;M;50000;0;Skilled Manual;0;3010 Ward Court;455-555-0180;20180814
28632;Kathryn Nath;11/09/1993;M;F;40000;0;Skilled Manual;0;5178 Elm Road;349-555-0185;20181105
28633;Christina Howard;26/07/1993;S;F;40000;0;Skilled Manual;0;6790 Edward Avenue;146-555-0185;20181029
28634;Nathan Mitchell;22/03/1993;S;M;40000;0;Skilled Manual;0;6786 Pheasant Circle;225-555-0159;20190726
28635;Levi Gonzalez;07/02/1993;M;M;40000;0;Skilled Manual;0;9431 College Blvd;424-555-0184;20161117
28636;Victoria Bryant;26/03/1993;M;F;40000;0;Skilled Manual;0;4822 Center Street;230-555-0189;20190628
28637;Brandon Lee;07/04/1993;M;M;40000;0;Skilled Manual;0;2725 Deerwood Court;735-555-0123;20190327
28638;Alexandra Thompson;11/06/1993;S;F;40000;0;Skilled Manual;0;3318 N. 8th St.;557-555-0127;20181009
28639;Jacqueline Morgan;24/10/1993;M;F;40000;0;Skilled Manual;0;3936 Cedar Point Loop;113-555-0176;20181228
28640;Bryce Cook;03/02/1992;S;M;50000;0;Skilled Manual;0;4770 Catalpa Court;507-555-0129;20190124
28641;Brittany Butler;16/01/1991;M;F;50000;0;Skilled Manual;0;7845 Arcadia Place;474-555-0125;20190311
28642;Lauren Ward;05/07/1991;M;F;50000;0;Skilled Manual;0;1926 Fish Dr.;137-555-0119;20181215
28643;Xavier Gray;13/05/1991;M;M;50000;1;Skilled Manual;0;3338 Stillwater Ct.;230-555-0120;20161119
28644;Martha Chow;03/11/1991;M;F;50000;1;Skilled Manual;0;3319 North 90th St;633-555-0192;20161112
28645;Martin Fernandez;14/04/1991;M;M;50000;1;Skilled Manual;0;7259 Brock Lane;928-555-0160;20161105
28646;Alexis Moore;01/06/1992;M;F;50000;1;Skilled Manual;0;4210 Bundros Court;809-555-0120;20170220
28647;Hannah Foster;09/09/1992;M;F;50000;1;Skilled Manual;0;3754 Olive Ave.;950-555-0181;20170220
28648;Dylan Harris;24/04/1992;M;M;50000;1;Skilled Manual;0;1876 Clemson Court;774-555-0110;20170201
28649;Nathan Martinez;12/10/1992;S;M;60000;0;Skilled Manual;0;423 East 33rd Street;195-555-0163;20161124
28650;Jessica Clark;06/02/1990;M;F;40000;1;Skilled Manual;0;3817 Green Hill Rd.;994-555-0197;20161108
28651;Lauren Brown;10/02/1990;M;F;40000;1;Skilled Manual;1;5409 South St.;549-555-0126;20161112
28652;Mariah Murphy;23/06/1990;M;F;40000;1;Skilled Manual;1;904 Bales Court;150-555-0123;20170312
28653;Grace Williams;09/09/1990;M;F;40000;1;Skilled Manual;1;7371 Diehl Way;249-555-0113;20161102
28654;Miguel Nelson;08/07/1990;M;M;60000;0;Professional;0;97 Hermosa;617-555-0129;20161108
28655;Devin Smith;02/12/1989;M;M;60000;1;Skilled Manual;1;6344 St Paul Way;170-555-0110;20161108
28656;Lucas Murphy;22/05/1989;M;M;60000;2;Skilled Manual;0;8759 Arnold Dr.;927-555-0117;20170301
28657;Ryan Hayes;05/11/1989;S;M;60000;2;Skilled Manual;0;463 Ahneita Dr;833-555-0155;20161126
28658;Jasmine Bailey;20/05/1989;S;F;60000;2;Skilled Manual;0;8115 Royal Links Ct;765-555-0175;20161110
28659;Vanessa Simmons;12/03/1989;S;F;60000;0;Professional;0;3582 Showtime Court;747-555-0117;20170727
28660;Justin Anderson;15/11/1991;S;M;60000;0;Professional;0;8459 Silver Oaks Place;984-555-0181;20161101
28661;Dalton Ward;10/04/1991;S;M;60000;0;Professional;0;9437 Cambridge Dr.;769-555-0137;20161129
28662;Isaiah Murphy;21/07/1991;S;M;70000;0;Professional;0;9290 Saclan Terrace;164-555-0176;20161102
28663;Marcus Coleman;04/06/1989;S;M;60000;0;Professional;0;4310 Chickpea Ct.;119-555-0180;20170706
28664;Ashlee Sharma;26/10/1988;S;F;70000;2;Skilled Manual;1;9979 Sundance Dr.;616-555-0177;20161101
28665;Donna Anand;05/03/1988;M;F;70000;2;Skilled Manual;1;1865 Scenic Ct.;784-555-0134;20161128
28666;Kelvin Zhu;21/10/1988;M;M;70000;2;Skilled Manual;1;7603 Bayview Ct.;235-555-0118;20161108
28667;Devin Williams;27/12/1988;S;M;70000;2;Skilled Manual;1;5317 Mission Drive;177-555-0155;20161102
28668;Jeremy Parker;08/09/1987;S;M;40000;0;Professional;1;1811 Cashew Lane;971-555-0136;20180924
28669;Jordan Carter;09/07/1990;S;M;60000;0;Professional;0;2341 Peachwillow;623-555-0126;20170726
28670;Julia Gonzales;27/02/1990;M;F;60000;0;Professional;0;3982 San Michele Drive;127-555-0124;20161121
28671;Gabrielle Russell;26/05/1990;M;F;70000;0;Professional;0;4281 Meaham Drive;415-555-0197;20161104
28672;Blake Johnson;27/09/1990;S;M;70000;0;Professional;0;9068 Muir Road;993-555-0128;20161107
28673;Arianna Reed;08/06/1990;M;F;70000;0;Professional;0;6810 San Vincente Drive;510-555-0172;20161130
28674;Nathan Yang;17/07/1990;M;M;80000;0;Professional;0;102 Vista Place;148-555-0190;20161125
28675;Angel Mitchell;09/09/1987;S;M;60000;2;Skilled Manual;1;8900 Escobar;533-555-0124;20161108
28676;Alex Bailey;20/10/1987;S;M;60000;2;Skilled Manual;1;215 Denkinger Court;626-555-0166;20161121
28677;Damien Tang;13/08/1986;S;M;80000;3;Skilled Manual;0;2 Raymond Dr;182-555-0198;20190715
28678;Ben Adams;03/05/1986;S;M;80000;3;Skilled Manual;1;1534 Land Ave;182-555-0100;20161124
28679;Julian Bryant;10/03/1986;S;M;60000;0;Professional;0;8039 Westcliffe Pl.;217-555-0112;20190615
28680;Hannah Brown;09/10/1986;S;F;60000;0;Professional;0;8358 Lightwood Drive;956-555-0121;20190426
28681;Victoria Johnson;18/03/1986;M;F;60000;0;Professional;0;3785 Treat Blvd.;958-555-0186;20190506
28682;Cassidy Perry;23/11/1986;M;F;60000;0;Professional;0;4739 Bank Way;835-555-0168;20180918
28683;Mallory Munoz;09/10/1990;S;F;10000;1;Manual;1;6, avenue de l´Europe;1 (11) 500 555-0127;20170914
28684;Kristi Saunders;12/12/1990;M;F;10000;2;Manual;0;Zollstr 62;1 (11) 500 555-0187;20190305
28685;Marshall Zhu;16/03/1990;M;M;10000;2;Manual;0;24, boulevard Tremblay;1 (11) 500 555-0189;20170903
28686;Sheena Jai;23/03/1990;S;F;10000;2;Manual;0;Klara Straße 2464;1 (11) 500 555-0153;20190321
28687;Javier Gutierrez;20/11/1990;S;M;10000;2;Manual;0;Rehstr 2242;1 (11) 500 555-0180;20190110
28688;Margaret Ye;08/09/1990;S;F;30000;0;Clerical;0;Kampstr 7257;1 (11) 500 555-0175;20190403
28689;Kelvin Zhang;27/05/1989;S;M;10000;2;Manual;0;7011, rue de Longchamp;1 (11) 500 555-0145;20171021
28690;Cory Chandra;09/04/1990;S;M;30000;0;Clerical;0;28bis, boulevard du Montparnasse;1 (11) 500 555-0173;20171030
28691;Alejandro Andersen;12/07/1990;S;M;30000;0;Clerical;0;Erftplatz 777;1 (11) 500 555-0116;20190405
28692;Kristi Rowe;25/11/1990;S;F;30000;0;Clerical;0;7189 Sherry Circle;1 (11) 500 555-0119;20190612
28693;Tamara Chande;08/04/1990;S;F;30000;0;Clerical;0;9489 Anderson Way;1 (11) 500 555-0119;20190616
28694;Larry Suarez;17/07/1990;M;M;30000;0;Clerical;0;102 Vista Place;1 (11) 500 555-0192;20180719
28695;Mario Raji;25/08/1990;M;M;40000;0;Clerical;0;4231 Spar Court;1 (11) 500 555-0178;20190115
28696;Robin Navarro;05/09/1990;S;F;40000;0;Clerical;0;7995 Strasbourg Lane;1 (11) 500 555-0151;20190208
28697;Raquel Gutierrez;20/04/1990;M;F;40000;0;Clerical;0;7484 Lacanda Ct.;1 (11) 500 555-0121;20190228
28698;Kristina Madan;22/04/1989;S;F;20000;0;Manual;1;Wasserstr 22;1 (11) 500 555-0156;20190408
28699;Leah Lu;14/09/1989;S;F;30000;0;Clerical;0;Curieweg 77;1 (11) 500 555-0122;20190402
28700;Summer Garcia;22/04/1989;S;F;40000;0;Clerical;0;Königstr 527;1 (11) 500 555-0186;20190501
28701;Felicia Gill;28/09/1989;S;F;40000;0;Clerical;0;Postfach 2 77 77;1 (11) 500 555-0187;20190502
28702;Danny Martin;06/08/1989;S;M;60000;0;Skilled Manual;0;Auf dem Ufer 164;1 (11) 500 555-0184;20190521
28703;Felicia Suarez;08/05/1989;M;F;60000;0;Skilled Manual;0;6453 Castle Hill Road;1 (11) 500 555-0194;20190312
28704;Roy Ruiz;05/03/1989;M;M;60000;0;Skilled Manual;0;1040 Northridge Road;1 (11) 500 555-0173;20190301
28705;Ashley Powell;17/02/1972;S;F;10000;0;Manual;2;Heiderplatz 918;1 (11) 500 555-0131;20190404
28706;Reginald Ashe;09/08/1972;S;M;10000;0;Manual;2;Heiderplatz 978;1 (11) 500 555-0115;20190419
28707;Sharon Raje;27/04/1971;S;F;10000;0;Manual;2;6, impasse Notre-Dame;1 (11) 500 555-0128;20171016
28708;Darryl Sun;09/09/1971;S;M;20000;0;Manual;1;7, rue de la Centenaire;1 (11) 500 555-0162;20171009
28709;Stefanie Gonzalez;08/07/1971;S;F;20000;0;Manual;1;840 Charlotte Ave.;1 (11) 500 555-0183;20180904
28710;Tyrone Vazquez;18/07/1973;M;M;10000;1;Manual;2;Am Gallberg 64;1 (11) 500 555-0188;20190203
28711;Rebekah Torres;25/11/1988;M;F;30000;0;Clerical;0;7582 Kenneth Ct.;1 (11) 500 555-0112;20171006
28712;Gregory Goel;06/12/1988;S;M;30000;0;Clerical;0;1680 I St.;1 (11) 500 555-0152;20181014
28713;Franklin Nath;26/11/1988;M;M;40000;0;Clerical;0;71, avenue de la Gare;1 (11) 500 555-0186;20171019
28714;Arturo Gao;21/06/1986;S;M;90000;0;Professional;0;4351 Charlotte Ave.;1 (11) 500 555-0195;20180829
28715;Maria Foster;19/09/1985;S;F;60000;2;Professional;1;5603 S. Rising Ave;1 (11) 500 555-0195;20190119
28716;Darren Garcia;09/07/1985;S;M;60000;3;Professional;1;5547 Montoya;1 (11) 500 555-0170;20190221
28717;Calvin Anand;21/07/1985;M;M;60000;3;Professional;1;618 Browse Ct.;1 (11) 500 555-0175;20181101
28718;Cassandra Raman;26/03/1985;M;F;60000;3;Professional;1;4474 San Jose Dr.;1 (11) 500 555-0137;20190227
28719;Neil Vazquez;18/04/1988;S;M;70000;0;Professional;1;7537 Clark Creek Lane;1 (11) 500 555-0177;20180808
28720;Candice Liu;28/05/1985;S;F;70000;0;Professional;1;7835 Rio Blanco Dr.;1 (11) 500 555-0147;20180806
28721;Jaclyn Lin;03/09/1984;M;F;60000;3;Professional;2;2562 Meadowbrook Drive;1 (11) 500 555-0136;20190502
28722;Carmen Stone;22/11/1993;S;F;20000;0;Manual;2;29bis, rue des Peupliers;1 (11) 500 555-0112;20190125
28723;Ryan Yang;23/10/1993;S;M;30000;0;Clerical;1;9903 Clearland Circle;1 (11) 500 555-0191;20181006
28724;Marvin Navarro;07/10/1994;S;M;30000;0;Clerical;1;88, rue de Fontfroide;1 (11) 500 555-0128;20171025
28725;Edward Jenkins;10/10/1994;S;M;30000;0;Clerical;1;6, rue Lafayette;1 (11) 500 555-0116;20181028
28726;Kelli Liang;16/06/2000;S;F;20000;0;Manual;2;Heideweg 2459;1 (11) 500 555-0156;20190527
28727;Brett Madan;01/11/2000;S;M;20000;0;Manual;2;4191, rue Saint-Lazare;1 (11) 500 555-0118;20171129
28728;Dylan Long;12/02/2000;S;M;20000;0;Manual;2;18, rue de l´Esplanade;1 (11) 500 555-0122;20171219
28729;Heather Sun;16/08/2000;S;F;20000;0;Manual;2;4849 C Olivera Rd;1 (11) 500 555-0141;20181009
28730;Nicole Robinson;20/10/1999;S;F;30000;0;Clerical;1;9430 Thornhill Place;1 (11) 500 555-0137;20180807
28731;Jermaine Subram;16/03/1994;S;M;30000;0;Manual;1;9821 Juniper Drive;1 (11) 500 555-0197;20181023
28732;Bianca Yang;20/03/1994;M;F;40000;1;Skilled Manual;0;7207 Peabody Road;1 (11) 500 555-0198;20190325
28733;Diana Ramos;01/10/1994;M;F;40000;1;Skilled Manual;0;6466 Appia Ct.;1 (11) 500 555-0117;20190315
28734;Briana Moreno;15/05/1994;M;F;40000;1;Skilled Manual;0;1085 Ash Lane;1 (11) 500 555-0179;20190401
28735;Kimberly Morgan;06/10/1993;S;F;30000;0;Manual;1;5259 Mildred Ln.;1 (11) 500 555-0195;20181109
28736;Paula Navarro;23/04/1993;S;F;30000;0;Manual;1;6, route de Marseille;1 (11) 500 555-0137;20171230
28737;Eugene Lin;22/03/1992;S;M;10000;0;Manual;2;66, rue des Pyrenees;1 (11) 500 555-0138;20180817
28738;Lori Romero;23/03/1992;M;F;20000;0;Manual;2;4583 Tice;1 (11) 500 555-0151;20190227
28739;Mya Perry;22/03/1993;S;F;30000;0;Manual;1;24, rue Philibert-Delorme;1 (11) 500 555-0117;20171218
28740;Alisha Alan;05/04/1993;M;F;40000;1;Skilled Manual;0;8128, rue Lamarck;1 (11) 500 555-0161;20171211
28741;Bruce Dominguez;21/10/1993;M;M;40000;1;Skilled Manual;1;Charlottenstr 42868;1 (11) 500 555-0115;20190617
28742;Erick Vance;26/02/1993;M;M;40000;1;Skilled Manual;1;5265 Evergreen Ct;1 (11) 500 555-0177;20190402
28743;Kelly Wood;18/05/1935;S;F;20000;0;Manual;2;21, rue du Départ;1 (11) 500 555-0164;20190409
28744;Jenny Xu;05/07/1992;S;F;30000;0;Manual;1;Hunzinger Allee 193;1 (11) 500 555-0113;20190504
28745;Geoffrey Rana;25/08/1991;S;M;10000;0;Manual;2;5712 Shady Lane;1 (11) 500 555-0151;20190528
28746;Juan Ruiz;06/11/1991;M;M;10000;0;Manual;2;6395 Deermeadow Way;1 (11) 500 555-0180;20181010
28747;Arthur Gonzalez;28/05/1991;M;M;10000;0;Manual;2;8524 Parkside Dr.;1 (11) 500 555-0114;20181125
28748;Kelly Washington;05/10/1991;S;F;10000;0;Manual;2;6433 E. 70th Street;1 (11) 500 555-0140;20190116
28749;Franklin Zhou;08/10/1992;S;M;30000;0;Manual;1;73, boulevard d´Albi;1 (11) 500 555-0126;20171224
28750;Andy Romero;22/12/1992;M;M;40000;1;Skilled Manual;1;36, avenue Reille;1 (11) 500 555-0116;20171222
28751;Joe Belson;28/05/1992;M;M;40000;1;Skilled Manual;1;5, rue de la Cavalerie;1 (11) 500 555-0120;20171219
28752;Andre Subram;17/11/1992;S;M;40000;1;Clerical;1;Alderstr 3955;1 (11) 500 555-0171;20190615
28753;Kristine Carlson;09/07/1991;S;F;20000;0;Manual;2;8278 Sequoia Court;1 (11) 500 555-0172;20180830
28754;Chad Nara;25/04/1991;S;M;20000;0;Manual;2;Wertheimer Straße 998;1 (11) 500 555-0179;20190201
28755;Raymond Gonzalez;25/05/1991;S;M;30000;0;Manual;1;3960 Seascape Circle;1 (11) 500 555-0182;20181213
28756;Stacey Hee;01/06/1990;S;F;40000;2;Clerical;0;61, rue de Fontfroide;1 (11) 500 555-0113;20171216
28757;Ronald Rodriguez;20/09/1991;M;M;40000;2;Clerical;1;5711bis, rue des Peupliers;1 (11) 500 555-0173;20171218
28758;Troy Rodriguez;08/08/1991;M;M;40000;2;Clerical;1;3139, chaussée de Tournai;1 (11) 500 555-0162;20171221
28759;Melissa Rivera;03/04/1991;S;F;40000;2;Clerical;2;9712 Lexington Road;1 (11) 500 555-0173;20190629
28760;Lucas Hall;20/11/1995;M;M;40000;3;Clerical;0;9763 Maricopa;747-555-0158;20190609
28761;Robert Campbell;19/10/1995;S;M;40000;3;Clerical;0;5232 Fourth St.;348-555-0160;20161105
28762;Aaron Henderson;12/11/1994;M;M;40000;3;Clerical;2;3098 Seabourne Ct;355-555-0171;20190705
28763;Mohamed Pal;23/07/1994;S;F;40000;3;Clerical;2;8299 Darlene Drive;842-555-0111;20161116
28764;Frank Rubio;10/02/1994;S;M;40000;3;Clerical;2;4683 Buchanan Pl.;126-555-0156;20180812
28765;Abigail Gonzales;25/02/1994;M;F;50000;0;Skilled Manual;0;4451 Larkin Dr.;737-555-0112;20161111
28766;Joe Alonso;03/02/1995;S;M;40000;3;Clerical;2;6155 Vist Oak Dr;707-555-0192;20170708
28767;Gilbert Hu;27/08/1995;M;M;40000;3;Clerical;2;740 Royal Links Circle;733-555-0112;20181127
28768;Emmanuel Rodriguez;04/07/1986;S;M;80000;0;Skilled Manual;0;9741 Forte Way;226-555-0110;20190504
28769;Brianna Foster;07/09/1986;S;F;80000;0;Skilled Manual;0;2815 La Vuelta;166-555-0170;20161123
28770;Sebastian James;02/07/1986;M;M;80000;0;Skilled Manual;0;3627 William Way;378-555-0117;20161113
28771;Katherine Russell;08/08/1974;S;F;20000;0;Manual;2;3207 Mario Way;758-555-0143;20190628
28772;Eric Hughes;27/04/1974;M;M;30000;0;Clerical;1;6645 Sunshine;504-555-0114;20161107
28773;Gerald Malhotra;27/09/1974;S;M;30000;0;Clerical;1;5780 Conifer Terrace;562-555-0193;20181227
28774;Latasha Rowe;21/05/1974;M;F;30000;0;Clerical;1;4659 Cape Cod Way;744-555-0184;20161107
28775;Morgan Anderson;26/05/1974;M;F;40000;0;Clerical;1;5328 Mitchelleanjen Ln.;822-555-0116;20161115
28776;Abigail Morris;11/10/1975;S;F;20000;0;Clerical;2;2472 Alexander Place;924-555-0180;20190116
28777;Brittany Wood;17/06/1975;S;F;20000;0;Clerical;2;8798 Valley Manor;766-555-0133;20190527
28778;Maurice Sharma;10/09/1975;M;M;30000;0;Clerical;1;7324 Mt. Tri-state Ct.;133-555-0133;20170202
28779;Morgan Reed;15/04/1975;S;F;30000;0;Clerical;1;7281 Barberry Court;618-555-0184;20190327
28780;Melissa Griffin;07/01/1976;M;F;20000;0;Clerical;2;1874 Orchid Ct;844-555-0182;20181215
28781;Alex Collins;15/05/1976;S;M;20000;0;Clerical;2;3949 Eastgate Ave.;433-555-0193;20190206
28782;Cody Howard;11/03/1976;M;M;30000;0;Skilled Manual;2;9663 Soto Street;979-555-0183;20190725
28783;Makayla Rivera;06/07/1977;M;F;20000;1;Clerical;2;6161 String Drive;875-555-0163;20181030
28784;Briana Gomez;22/12/1977;M;F;20000;1;Clerical;2;8862 Dale Pl.;907-555-0138;20190623
28785;Jose Foster;28/08/1977;S;M;20000;1;Clerical;2;4637 Lakeside Court;285-555-0139;20181223
28786;Erick Prasad;23/07/1977;M;M;20000;1;Clerical;2;4525 El Pueblo Pl.;518-555-0132;20181128
